loan_id,dependents,education,self_employed,annual_income,requested_loan,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,dti_ratio,total_assets,loan_status_encoded
1018,1, Not Graduate, Yes,2500000,6700000,2,502,3400000,2600000,9400000,1400000,Rejected,2.68,16800000,0
1019,0, Graduate, No,9500000,22600000,6,861,24700000,13200000,29000000,5600000,Approved,2.3789473684210525,72500000,1
1020,2, Not Graduate, Yes,3000000,7800000,14,555,6600000,2700000,9600000,1700000,Approved,2.6,20600000,1
1021,0, Not Graduate, No,5100000,13600000,18,351,1700000,3700000,14400000,7600000,Rejected,2.6666666666666665,27400000,0
1022,2, Not Graduate, Yes,7600000,23600000,6,358,20200000,2900000,22100000,10900000,Rejected,3.1052631578947367,56100000,0
1023,5, Graduate, No,8800000,18800000,14,836,17300000,10100000,32700000,5400000,Approved,2.1363636363636362,65500000,1
1024,4, Not Graduate, Yes,1100000,2900000,4,554,2800000,1000000,4100000,1600000,Approved,2.6363636363636362,9500000,1
1025,3, Graduate, No,8700000,30500000,2,443,11800000,1800000,24600000,8100000,Approved,3.5057471264367814,46300000,1
1026,5, Not Graduate, No,6100000,23600000,4,725,17400000,5100000,15600000,4800000,Approved,3.8688524590163933,42900000,1
1027,2, Not Graduate, Yes,1900000,7000000,14,818,4800000,3500000,4500000,2100000,Approved,3.6842105263157894,14900000,1
1028,1, Not Graduate, No,9900000,38700000,6,670,19400000,12600000,35800000,6500000,Approved,3.909090909090909,74300000,1
1029,0, Graduate, No,5800000,21100000,6,414,7900000,2400000,16000000,5600000,Rejected,3.6379310344827585,31900000,0
1030,2, Not Graduate, Yes,9500000,37000000,8,887,21800000,18300000,19200000,11700000,Approved,3.8947368421052633,71000000,1
1031,3, Graduate, Yes,7900000,26600000,12,409,17100000,1400000,22500000,8700000,Rejected,3.367088607594937,49700000,0
1032,1, Not Graduate, Yes,1300000,4500000,14,679,2700000,2100000,3700000,1600000,Approved,3.4615384615384617,10100000,1
1033,4, Graduate, Yes,700000,2600000,18,478,600000,600000,2100000,300000,Rejected,3.7142857142857144,3600000,0
1034,3, Graduate, No,600000,1200000,2,752,1100000,500000,2300000,700000,Approved,2.0,4600000,1
1035,0, Graduate, No,9400000,33000000,4,616,15400000,5000000,25100000,7800000,Approved,3.5106382978723403,53300000,1
1036,2, Not Graduate, Yes,3800000,12500000,14,842,3700000,6700000,14600000,5300000,Approved,3.289473684210526,30300000,1
1037,3, Graduate, Yes,7800000,26300000,20,840,1200000,11300000,24100000,5300000,Approved,3.371794871794872,41900000,1
1038,3, Graduate, Yes,7800000,27700000,6,430,2000000,8000000,26100000,5300000,Rejected,3.551282051282051,41400000,0
1039,4, Not Graduate, No,2700000,7000000,4,351,1100000,2300000,8300000,2700000,Rejected,2.5925925925925926,14400000,0
1040,5, Not Graduate, No,600000,2300000,4,347,0,0,1900000,200000,Rejected,3.8333333333333335,2100000,0
1041,3, Not Graduate, Yes,8000000,28800000,10,576,18800000,7500000,16300000,11900000,Approved,3.6,54500000,1
1042,0, Not Graduate, Yes,4000000,11000000,8,799,4400000,6100000,14700000,4200000,Approved,2.75,29400000,1
1043,1, Not Graduate, Yes,3300000,10800000,2,550,6000000,3800000,11000000,4700000,Approved,3.272727272727273,25500000,1
1044,2, Graduate, No,5800000,13300000,4,878,8400000,5400000,18600000,4500000,Approved,2.293103448275862,36900000,1
1045,3, Graduate, Yes,2400000,4800000,12,895,6800000,300000,7300000,3300000,Approved,2.0,17700000,1
1046,4, Not Graduate, No,7600000,29700000,6,603,3200000,2900000,27800000,11000000,Approved,3.9078947368421053,44900000,1
1047,2, Not Graduate, Yes,2500000,6900000,12,325,5800000,1600000,6400000,3600000,Rejected,2.76,17400000,0
1048,2, Graduate, No,3300000,11800000,4,393,5700000,3700000,6800000,2600000,Approved,3.5757575757575757,18800000,1
1049,3, Graduate, No,9800000,30300000,2,612,10700000,4600000,32100000,5600000,Approved,3.0918367346938775,53000000,1
1050,0, Graduate, Yes,1000000,3800000,8,553,2500000,1000000,2100000,1300000,Approved,3.8,6900000,1
1051,0, Not Graduate, Yes,2500000,8800000,14,389,7300000,1400000,8500000,3600000,Rejected,3.52,20800000,0
1052,0, Graduate, No,1900000,6800000,4,782,100000,3400000,4900000,2400000,Approved,3.5789473684210527,10800000,1
1053,3, Graduate, No,3100000,8500000,12,493,8700000,5100000,12000000,2000000,Rejected,2.7419354838709675,27800000,0
1054,5, Graduate, Yes,6000000,11900000,2,629,2500000,0,19200000,4200000,Approved,1.9833333333333334,25900000,1
1055,5, Not Graduate, No,6500000,21600000,10,419,1600000,10900000,22300000,6600000,Rejected,3.3230769230769233,41400000,0
1056,2, Not Graduate, Yes,5900000,15800000,2,444,14300000,4300000,20300000,5500000,Rejected,2.6779661016949152,44400000,0
1057,5, Not Graduate, Yes,6500000,15800000,16,301,9200000,9900000,17400000,7100000,Rejected,2.4307692307692306,43600000,0
1058,0, Graduate, Yes,3800000,11200000,20,479,1100000,6400000,12000000,5400000,Rejected,2.9473684210526314,24900000,0
1059,3, Not Graduate, Yes,3000000,11400000,10,424,1800000,4200000,10900000,1500000,Rejected,3.8,18400000,0
1060,0, Graduate, No,4300000,16900000,18,469,200000,5800000,12000000,6200000,Rejected,3.9302325581395348,24200000,0
1061,4, Not Graduate, Yes,3500000,8300000,2,897,7900000,5500000,12600000,1800000,Approved,2.3714285714285714,27800000,1
1062,3, Not Graduate, No,300000,500000,2,477,700000,200000,800000,400000,Rejected,1.6666666666666667,2100000,0
1063,3, Not Graduate, Yes,600000,1400000,16,509,600000,300000,2400000,900000,Rejected,2.3333333333333335,4200000,0
1064,0, Graduate, Yes,800000,1700000,4,752,2300000,1100000,3200000,400000,Approved,2.125,7000000,1
1065,0, Not Graduate, Yes,5600000,19100000,14,875,16700000,4700000,15100000,7700000,Approved,3.4107142857142856,44200000,1
1066,2, Not Graduate, Yes,1800000,3600000,4,343,3400000,1100000,6200000,1500000,Rejected,2.0,12200000,0
1067,0, Graduate, No,6800000,20800000,20,819,16500000,11900000,26700000,8000000,Approved,3.0588235294117645,63100000,1
1068,2, Graduate, Yes,4200000,16800000,2,433,3300000,0,14100000,3700000,Approved,4.0,21100000,1
1069,1, Not Graduate, Yes,200000,400000,6,768,300000,100000,600000,0,Approved,2.0,1000000,1
1070,2, Graduate, Yes,8500000,31800000,6,714,17000000,900000,26600000,5600000,Approved,3.7411764705882353,50100000,1
1071,2, Not Graduate, Yes,2800000,10100000,16,531,2900000,2900000,7200000,4100000,Rejected,3.607142857142857,17100000,0
1072,0, Graduate, Yes,3600000,8600000,6,529,3500000,3300000,11300000,5200000,Rejected,2.388888888888889,23300000,0
1073,1, Not Graduate, No,6200000,19500000,20,448,3300000,7100000,22400000,8000000,Rejected,3.1451612903225805,40800000,0
1074,1, Graduate, No,2700000,10000000,2,584,6500000,2700000,7700000,3400000,Approved,3.7037037037037037,20300000,1
1075,1, Graduate, No,6800000,22900000,4,501,3900000,9400000,17300000,4400000,Approved,3.3676470588235294,35000000,1
1076,2, Not Graduate, No,6300000,24500000,18,848,10200000,3500000,18200000,8200000,Approved,3.888888888888889,40100000,1
1077,4, Not Graduate, No,8800000,19100000,6,586,17600000,8800000,20600000,12400000,Approved,2.1704545454545454,59400000,1
1078,1, Graduate, No,5900000,13000000,2,386,16300000,5000000,12000000,3800000,Rejected,2.2033898305084745,37100000,0
1079,5, Not Graduate, Yes,9800000,37900000,18,301,6700000,4900000,34300000,6200000,Rejected,3.86734693877551,52100000,0
1080,2, Graduate, No,3300000,8300000,6,653,4700000,3100000,8300000,4600000,Approved,2.515151515151515,20700000,1
1081,4, Graduate, Yes,300000,500000,14,448,700000,100000,800000,100000,Rejected,1.6666666666666667,1700000,0
1082,1, Not Graduate, Yes,4800000,11600000,16,696,1400000,9400000,11800000,6500000,Approved,2.4166666666666665,29100000,1
1083,1, Graduate, No,7500000,28300000,16,707,9700000,1100000,16300000,6700000,Approved,3.7733333333333334,33800000,1
1084,2, Not Graduate, No,8600000,21700000,4,429,5500000,10800000,30900000,6000000,Rejected,2.5232558139534884,53200000,0
1085,4, Not Graduate, No,8900000,21100000,6,631,4200000,200000,25800000,6200000,Approved,2.3707865168539324,36400000,1
1086,5, Not Graduate, Yes,9600000,29600000,4,446,22900000,3500000,36600000,13200000,Approved,3.0833333333333335,76200000,1
1087,0, Graduate, Yes,7700000,18100000,18,705,6100000,5100000,23800000,6300000,Approved,2.3506493506493507,41300000,1
1088,3, Not Graduate, Yes,7000000,15200000,2,709,10300000,12500000,20700000,4000000,Approved,2.1714285714285713,47500000,1
1089,4, Not Graduate, Yes,7800000,19500000,14,739,1900000,9000000,20400000,4400000,Approved,2.5,35700000,1
1090,3, Graduate, No,5100000,11000000,6,336,-100000,5800000,11600000,7500000,Rejected,2.156862745098039,24800000,0
1091,4, Graduate, No,9400000,32600000,4,898,18200000,4000000,22000000,10200000,Approved,3.4680851063829787,54400000,1
1092,4, Not Graduate, Yes,600000,2100000,6,558,1300000,1000000,2200000,300000,Approved,3.5,4800000,1
1093,3, Graduate, No,5100000,13300000,4,589,11200000,2700000,20200000,6100000,Approved,2.607843137254902,40200000,1
1094,2, Graduate, Yes,3800000,14400000,2,301,2300000,1400000,7600000,2400000,Rejected,3.789473684210526,13700000,0
1095,2, Not Graduate, Yes,5300000,21200000,14,516,2200000,5000000,20900000,7700000,Rejected,4.0,35800000,0
1096,5, Not Graduate, No,1100000,3600000,12,315,1300000,700000,3100000,1400000,Rejected,3.272727272727273,6500000,0
1097,3, Not Graduate, No,6400000,14400000,10,546,10600000,10000000,21200000,5100000,Rejected,2.25,46900000,0
1098,0, Not Graduate, Yes,5100000,14500000,14,559,11000000,1100000,12300000,6000000,Approved,2.843137254901961,30400000,1
1099,3, Graduate, Yes,5300000,16900000,2,350,15800000,3100000,14300000,6800000,Approved,3.188679245283019,40000000,1
1100,1, Graduate, No,6700000,18700000,8,583,9300000,4100000,17100000,6900000,Approved,2.791044776119403,37400000,1
1101,2, Not Graduate, No,4000000,9400000,8,874,4400000,3700000,10200000,4800000,Approved,2.35,23100000,1
1102,2, Not Graduate, Yes,3900000,11600000,8,808,5800000,3100000,12900000,5000000,Approved,2.9743589743589745,26800000,1
1103,1, Graduate, Yes,1600000,4900000,16,487,4300000,1100000,3900000,2000000,Rejected,3.0625,11300000,0
1104,3, Graduate, No,2700000,7800000,14,870,5400000,5300000,5700000,2100000,Approved,2.888888888888889,18500000,1
1105,3, Graduate, No,1400000,3800000,8,840,1700000,200000,5300000,1500000,Approved,2.7142857142857144,8700000,1
1106,4, Not Graduate, Yes,8000000,19200000,18,682,2500000,8900000,19000000,5300000,Approved,2.4,35700000,1
1107,3, Graduate, Yes,8200000,28900000,10,668,23800000,4500000,28700000,10900000,Approved,3.524390243902439,67900000,1
1108,5, Graduate, Yes,4800000,10300000,8,781,4800000,6800000,11100000,4300000,Approved,2.1458333333333335,27000000,1
1109,4, Graduate, No,8100000,19000000,6,375,4100000,14500000,19100000,11900000,Rejected,2.345679012345679,49600000,0
1110,4, Not Graduate, No,5900000,14900000,14,857,2600000,9500000,16000000,3500000,Approved,2.5254237288135593,31600000,1
1111,5, Graduate, Yes,8100000,32100000,6,823,18200000,1800000,24100000,6500000,Approved,3.962962962962963,50600000,1
1112,0, Graduate, No,1400000,5000000,8,686,1800000,1900000,3200000,1500000,Approved,3.5714285714285716,8400000,1
1113,1, Graduate, No,1600000,6300000,2,721,3000000,600000,5200000,900000,Approved,3.9375,9700000,1
1114,4, Graduate, No,4600000,9400000,18,545,800000,2400000,11500000,6300000,Rejected,2.0434782608695654,21000000,0
1115,1, Not Graduate, No,2900000,8900000,6,523,900000,5600000,9700000,1800000,Rejected,3.0689655172413794,18000000,0
1116,2, Graduate, Yes,8600000,24900000,20,607,13600000,7600000,31800000,5400000,Approved,2.895348837209302,58400000,1
1117,4, Not Graduate, No,3800000,14900000,20,428,6500000,3500000,12200000,2500000,Rejected,3.9210526315789473,24700000,0
1118,0, Not Graduate, No,8200000,20300000,4,666,13100000,10200000,25900000,7800000,Approved,2.475609756097561,57000000,1
1119,3, Graduate, No,3200000,10100000,20,704,3400000,4800000,9000000,3900000,Approved,3.15625,21100000,1
1120,0, Not Graduate, Yes,8100000,23800000,10,794,5400000,15500000,20700000,8800000,Approved,2.9382716049382718,50400000,1
1121,1, Graduate, Yes,9800000,23300000,12,430,3200000,12600000,30500000,13900000,Rejected,2.377551020408163,60200000,0
1122,0, Not Graduate, No,200000,500000,20,615,500000,200000,600000,200000,Approved,2.5,1500000,1
1123,0, Not Graduate, No,6600000,14100000,20,360,6800000,5100000,25400000,7800000,Rejected,2.1363636363636362,45100000,0
1124,0, Not Graduate, No,9100000,18300000,14,458,6100000,9200000,34100000,10000000,Rejected,2.010989010989011,59400000,0
1125,2, Not Graduate, No,5500000,20400000,12,887,8800000,9400000,12300000,3300000,Approved,3.709090909090909,33800000,1
1126,4, Not Graduate, No,7200000,27400000,8,735,14100000,14200000,19400000,9500000,Approved,3.8055555555555554,57200000,1
1127,1, Not Graduate, No,2400000,5600000,16,379,3700000,600000,7200000,3400000,Rejected,2.3333333333333335,14900000,0
1128,4, Graduate, No,9600000,25500000,20,544,4000000,11400000,23800000,11100000,Rejected,2.65625,50300000,0
1129,1, Graduate, Yes,5800000,16700000,12,721,1100000,9700000,17200000,7500000,Approved,2.8793103448275863,35500000,1
1130,4, Not Graduate, No,2300000,6000000,8,676,6000000,400000,4800000,2200000,Approved,2.608695652173913,13400000,1
1131,1, Not Graduate, No,300000,1200000,4,342,800000,100000,1100000,200000,Approved,4.0,2200000,1
1132,0, Not Graduate, No,9900000,27000000,16,566,3500000,17300000,36900000,11500000,Approved,2.727272727272727,69200000,1
1133,2, Not Graduate, No,3500000,14000000,2,355,8700000,1600000,11800000,2900000,Approved,4.0,25000000,1
1134,2, Graduate, No,4800000,18500000,20,605,5700000,5500000,14700000,5800000,Approved,3.8541666666666665,31700000,1
1135,2, Not Graduate, No,1600000,5200000,16,525,300000,2900000,5600000,1600000,Rejected,3.25,10400000,0
1136,5, Graduate, Yes,800000,2500000,12,403,500000,0,3200000,800000,Rejected,3.125,4500000,0
1137,1, Graduate, Yes,9000000,33500000,18,727,18800000,10500000,28100000,5300000,Approved,3.7222222222222223,62700000,1
1138,1, Graduate, No,8300000,28900000,12,529,18300000,3900000,32500000,5800000,Rejected,3.4819277108433737,60500000,0
1139,4, Graduate, No,2800000,6100000,18,415,2200000,4200000,8400000,2000000,Rejected,2.1785714285714284,16800000,0
1140,1, Graduate, Yes,6400000,17300000,10,879,10000000,1100000,15400000,8200000,Approved,2.703125,34700000,1
1141,2, Not Graduate, Yes,6000000,12600000,16,649,4800000,5300000,23900000,5100000,Approved,2.1,39100000,1
1142,0, Graduate, No,2900000,9800000,16,395,5400000,4300000,8600000,2400000,Rejected,3.3793103448275863,20700000,0
1143,0, Graduate, No,6500000,24100000,20,488,3300000,6000000,22900000,9700000,Rejected,3.707692307692308,41900000,0
1144,1, Graduate, Yes,200000,400000,8,569,200000,200000,700000,300000,Approved,2.0,1400000,1
1145,1, Not Graduate, No,8400000,24600000,14,817,1800000,13100000,31300000,8200000,Approved,2.9285714285714284,54400000,1
1146,1, Graduate, Yes,6100000,17800000,20,706,16000000,10900000,16900000,4300000,Approved,2.918032786885246,48100000,1
1147,2, Graduate, Yes,8000000,31200000,8,553,6800000,3500000,21000000,10300000,Approved,3.9,41600000,1
1148,5, Not Graduate, Yes,900000,1800000,14,464,2300000,300000,1800000,700000,Rejected,2.0,5100000,0
1149,2, Graduate, No,7300000,20000000,6,729,13100000,10700000,17900000,9100000,Approved,2.73972602739726,50800000,1
1150,4, Not Graduate, Yes,3700000,7400000,12,363,4800000,6800000,10500000,4400000,Rejected,2.0,26500000,0
1151,2, Graduate, No,5200000,17200000,12,565,3500000,1300000,20000000,6300000,Approved,3.3076923076923075,31100000,1
1152,1, Graduate, No,7200000,21000000,14,421,3500000,11600000,21800000,4600000,Rejected,2.9166666666666665,41500000,0
1153,0, Not Graduate, Yes,9400000,34200000,10,512,13100000,15600000,32600000,6300000,Rejected,3.6382978723404253,67600000,0
1154,3, Not Graduate, Yes,3400000,12400000,2,730,2500000,3900000,12200000,4600000,Approved,3.6470588235294117,23200000,1
1155,0, Graduate, No,600000,2300000,8,627,1800000,500000,2200000,300000,Approved,3.8333333333333335,4800000,1
1156,0, Not Graduate, Yes,3300000,10000000,16,434,3000000,4100000,12900000,4100000,Rejected,3.0303030303030303,24100000,0
1157,2, Graduate, Yes,5900000,14300000,2,410,11900000,4400000,16900000,4100000,Rejected,2.4237288135593222,37300000,0
1158,3, Not Graduate, No,1300000,3600000,16,624,2400000,2300000,3300000,1900000,Approved,2.769230769230769,9900000,1
1159,4, Graduate, Yes,5700000,16900000,4,656,13000000,7400000,22000000,8400000,Approved,2.9649122807017543,50800000,1
1160,2, Not Graduate, No,7700000,27300000,16,758,7300000,4600000,24800000,9100000,Approved,3.5454545454545454,45800000,1
1161,4, Not Graduate, Yes,7000000,23500000,18,336,15000000,9500000,19700000,7800000,Rejected,3.357142857142857,52000000,0
1162,5, Graduate, No,8100000,21900000,18,378,5200000,3400000,16200000,9600000,Rejected,2.7037037037037037,34400000,0
1163,1, Graduate, Yes,1900000,4200000,4,620,4700000,2800000,7500000,900000,Approved,2.210526315789474,15900000,1
1164,2, Graduate, No,4500000,9100000,18,593,-100000,600000,12400000,2500000,Approved,2.022222222222222,15400000,1
1165,0, Not Graduate, Yes,9600000,34000000,12,710,23800000,10300000,38100000,7800000,Approved,3.5416666666666665,80000000,1
1166,1, Not Graduate, Yes,5400000,20700000,8,753,1900000,800000,19000000,3600000,Approved,3.8333333333333335,25300000,1
1167,1, Not Graduate, Yes,7800000,27200000,16,454,16100000,3400000,17100000,11400000,Rejected,3.4871794871794872,48000000,0
1168,1, Graduate, Yes,8200000,19100000,8,619,17200000,12200000,31500000,6600000,Approved,2.3292682926829267,67500000,1
1169,2, Graduate, No,8900000,28500000,6,367,22200000,16600000,21500000,9300000,Rejected,3.202247191011236,69600000,0
1170,1, Graduate, No,1400000,3100000,20,384,200000,1200000,4200000,1800000,Rejected,2.2142857142857144,7400000,0
1171,2, Graduate, No,1700000,5900000,16,610,3100000,300000,3700000,1300000,Approved,3.4705882352941178,8400000,1
1172,0, Graduate, No,5300000,19500000,12,802,9800000,3300000,15200000,3200000,Approved,3.6792452830188678,31500000,1
